Wall time,Step,Value
1638463808.727024,1,0.10432291775941849
1638464150.200354,2,0.10429687798023224
1638464495.907228,3,0.10406249761581421
1638464841.664296,4,0.10447916388511658
1638465187.719378,5,0.1041145846247673
