Wall time,Step,Value
1638465494.228918,1,0.09614583849906921
1638465797.785089,2,0.10684895515441895
1638466101.648835,3,0.10755208134651184
1638466407.265671,4,0.12468750029802322
1638466712.769954,5,0.15151041746139526
