Wall time,Step,Value
1638463808.730553,1,0.2369270920753479
1638464150.204051,2,0.40171873569488525
1638464495.910455,3,0.5097135305404663
1638464841.667384,4,0.5974739789962769
1638465187.722344,5,0.6603906154632568
