Wall time,Step,Value
1638461440.357281,1,0.15085937082767487
1638461697.943315,2,0.21036458015441895
1638461957.176266,3,0.3120572865009308
1638462218.401123,4,0.3542708158493042
1638462485.71803,5,0.3837239742279053
