Wall time,Step,Value
1638462677.234772,1,0.10726562142372131
1638462868.0591,2,0.10716146230697632
1638463060.785511,3,0.10604166984558105
1638463249.606276,4,0.10901041328907013
1638463460.447164,5,0.1080208346247673
