Wall time,Step,Value
1638467153.626413,1,0.09903645515441895
1638467593.868644,2,0.10143229365348816
1638468031.955782,3,0.10335937142372131
1638468468.23747,4,0.10044270753860474
1638468908.804755,5,0.09856770932674408
