Wall time,Step,Value
1638469040.319017,1,0.10117187350988388
1638469167.305595,2,0.10174479335546494
1638469311.985417,3,0.10000000149011612
1638469441.170971,4,0.10104166716337204
1638469570.05152,5,0.1055208295583725
