Wall time,Step,Value
1638460512.436668,1,0.8806250095367432
1638460677.469421,2,0.9724218845367432
1638460848.616545,3,0.9794270992279053
1638461013.410084,4,0.9837499856948853
1638461174.373041,5,0.9875781536102295
