Wall time,Step,Value
1638461440.360552,1,0.0929947942495346
1638461697.946361,2,0.09815104305744171
1638461957.17852,3,0.09734375029802322
1638462218.404155,4,0.0983072891831398
1638462485.721043,5,0.09752604365348816
