Wall time,Step,Value
1638463808.73377,1,0.16624999046325684
1638464150.206672,2,0.17018228769302368
1638464495.913232,3,0.16838541626930237
1638464841.669733,4,0.15994791686534882
1638465187.729,5,0.1675260365009308
