Wall time,Step,Value
1638461440.353584,1,0.10046874731779099
1638461697.939943,2,0.14499999582767487
1638461957.17275,3,0.1907552182674408
1638462218.397549,4,0.21932291984558105
1638462485.714695,5,0.23848958313465118
