Wall time,Step,Value
1638462677.231974,1,0.37789061665534973
1638462868.056796,2,0.6833593845367432
1638463060.783311,3,0.7474479079246521
1638463249.604063,4,0.7858854532241821
1638463460.444877,5,0.811718761920929
