Wall time,Step,Value
1638460512.429994,1,0.3782031238079071
1638460677.461737,2,0.7627343535423279
1638460848.609445,3,0.833203136920929
1638461013.404018,4,0.8570833206176758
1638461174.367361,5,0.8685416579246521
