Wall time,Step,Value
1638465494.231761,1,0.0964062511920929
1638465797.787367,2,0.10075520724058151
1638466101.651044,3,0.09934896230697632
1638466407.268061,4,0.09671875089406967
1638466712.772266,5,0.0977083295583725
