Wall time,Step,Value
1638467153.628617,1,0.10057291388511658
1638467593.871616,2,0.09945312142372131
1638468031.958472,3,0.1009635403752327
1638468468.239809,4,0.0990104153752327
1638468908.809972,5,0.09984375536441803
