Wall time,Step,Value
1638469040.31217,1,0.10364583134651184
1638469167.298725,2,0.10500000417232513
1638469311.978786,3,0.1067708283662796
1638469441.164158,4,0.10460937023162842
1638469570.046075,5,0.10619791597127914
