Wall time,Step,Value
1638463808.736912,1,0.10664062201976776
1638464150.208926,2,0.10658854246139526
1638464495.916021,3,0.10718749463558197
1638464841.672076,4,0.1054166704416275
1638465187.734353,5,0.1094270795583725
