Wall time,Step,Value
1638461440.369809,1,0.11315104365348816
1638461697.949119,2,0.14677083492279053
1638461957.180695,3,0.16124999523162842
1638462218.406455,4,0.15453124046325684
1638462485.723757,5,0.13268229365348816
