Wall time,Step,Value
1638465494.226045,1,0.10726562142372131
1638465797.782707,2,0.11479166895151138
1638466101.646618,3,0.11627604067325592
1638466407.262862,4,0.11369791626930237
1638466712.766877,5,0.11341145634651184
