Wall time,Step,Value
1638460512.439748,1,0.10679687559604645
1638460677.472874,2,0.10791666805744171
1638460848.619584,3,0.1055208370089531
1638461013.412792,4,0.10783854126930237
1638461174.375229,5,0.10643228888511658
