Wall time,Step,Value
1638467153.619846,1,0.591796875
1638467593.861974,2,0.86760413646698
1638468031.948598,3,0.9028385281562805
1638468468.230849,4,0.915234386920929
1638468908.798457,5,0.92403644323349
