Wall time,Step,Value
1638469040.322215,1,0.1197916641831398
1638469167.308188,2,0.12117187678813934
1638469311.987614,3,0.12052083760499954
1638469441.173277,4,0.11940103769302368
1638469570.053707,5,0.12020833790302277
